Datum;Quelle;Firma;Ansprechpartner;Email;Telefon;PLZ;Ort;Land;Region;Event_Typ;Status;Notiz
2026-07-08;https://lechfeld.de/impressum/;Verwaltungsgemeinschaft Lechfeld;Simon Schropp;info@lechfeld.de;08232 50090;86836;Klosterlechfeld;DE;Bayern;Zelt-Festbetreiber;kontaktiert 2026-07-10;Klosterlechfelder Pfingstfest – via Nachtstark
2026-07-08;https://www.erding.de/impressum;Stadt Erding (Frühlings-/Herbstfest);Max Gotz;info@erding.de;08122 4080;85435;Erding;DE;Bayern;Zelt-Festbetreiber;kontaktiert 2026-07-10;Frühlings- + Herbstfest Erding – via Nachtstark
2026-07-08;https://www.trachtenkapelle-biederbach.de/;Musikverein Trachtenkapelle Biederbach e.V.;Maximilian Brugger;info@trachtenkapelle-biederbach.de;015228526731;79215;Biederbach;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-10;Festzelt Biederbach – via Allgäu Power
2026-07-08;https://www.pl-event.de/kontakt/impressum/;P+L Event GmbH (Volksfest Bad Mergentheim);Désirée Papert;info@pl-event.de;09822 605777;91572;Bechhofen;DE;Bayern;Zelt-Festbetreiber;kontaktiert 2026-07-10;Volksfest Bad Mergentheim – via Würzbuam
2026-07-08;http://www.hexabannertanz.de/impressum/;Eichenkreuzsport Wolfschlugen e.V.;Ulrich Mack;info@hexabannertanz.de;;72649;Wolfschlugen;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-10;Hexabannertanz Fasnetparty – via Partyfürsten
2026-07-08;https://www.bad-reichenhall.de/service/impressum;Bad Reichenhall Tourismus & Stadtmarketing GmbH;Ursula Friedsam;info@bad-reichenhall.de;08651 715110;83435;Bad Reichenhall;DE;Bayern;Stadtfest-Kommune;kontaktiert 2026-07-10;Stadtfest Bad Reichenhall – via Glorreiche Halunken
2026-07-08;https://koblenzer-oktoberfest.de/impressum;EB Festival GmbH (Koblenzer Oktoberfest);Thomas Deters;info@oktoberfest-koblenz.de;;74074;Heilbronn;DE;Baden-Württemberg;Zelt-Festbetreiber;kontaktiert 2026-07-10;Koblenzer Oktoberfest – via Maxxx Partyband
2026-07-08;https://musikverein-gladenbach.de/rechtliches/impressum-kontakt/;Musikverein 1911 Gladenbach e.V.;Oliver Bens;info@musikverein-gladenbach.de;;35075;Gladenbach;DE;Rheinland-Pfalz/Hessen;Vereinsfest;kontaktiert 2026-07-10;Oktoberfest Gladenbach – via Maxxx
2026-07-08;https://www.nordhausen.de/termine/rolandsfest.php;Stadt Nordhausen (Rolandsfest);;rathaus@nordhausen.de;03631 6960;99734;Nordhausen;DE;Thüringen;Stadtfest-Kommune;kontaktiert 2026-07-10;Rolandsfest (größtes Volksfest Nordthüringens)
2026-07-08;https://stadt.weimar.de/de/haendlerinformationen-zwiebelmarkt.html;Stadt Weimar (Zwiebelmarkt);;kuenstlerbewerbungen@stadtweimar.de;03643 762334;99423;Weimar;DE;Thüringen;Stadtfest-Kommune;Info-Antwort 2026-07-10;"Weimarer Zwiebelmarkt – Bühnen-/Band-Bewerbungen | Bewerbung bis 01.04. an kuenstlerbewerbungen@stadtweimar.de; Buehnenbetreiber wechseln jaehrlich; SPF-Zustellwarnung"
2026-07-08;https://www.grafenwoehr.de/impressum;Stadt Grafenwöhr (D-A Volksfest);;poststelle@grafenwoehr.de;;92655;Grafenwöhr;DE;Bayern;Zelt-Festbetreiber;kontaktiert 2026-07-10;Deutsch-Amerikanisches Volksfest – via Members
2026-07-08;https://www.greding.de/impressum;Stadt Greding (Kirchweih);;info@greding.de;;91171;Greding;DE;Bayern;Vereinsfest;kontaktiert 2026-07-10;Gredinger Kirchweih – via Members
2026-07-16;https://www.gloeckl.net/impressum;Glöckl der regensburger GmbH;Alfred Glöckl;info@gloeckl.net;0941 7994550;93059;Regensburg;DE;Bayern;Zelt-Festbetreiber;kontaktiert 2026-07-21;Festzelt Regensburger Dult – Straubing→Rotzlöffl
2026-07-16;https://www.karpfhamerfest.de/;Karpfhamer Fest e.V.;Jürgen Pentlehner;info@karpfhamerfest.de;08532 920700;94086;Bad Griesbach;DE;Bayern;Zelt-Festbetreiber;kontaktiert 2026-07-21;Karpfhamer Fest + Rottalschau – Straubing→Rotzlöffl
2026-07-16;https://www.landau-isar.de/impressum;Stadt Landau a.d.Isar;Matthias Kohlmayer;stadt.landau@landau-isar.de;09951 9410;94405;Landau a.d.Isar;DE;Bayern;Stadtfest-Kommune;kontaktiert 2026-07-21;Volksfest Landau – Straubing→Rotzlöffl
2026-07-16;https://www.dachau.de/;Große Kreisstadt Dachau;;stadt@dachau.de;08131 750;85221;Dachau;DE;Bayern;Stadtfest-Kommune;kontaktiert 2026-07-21;Dachauer Volksfest – Straubing→TETRAPACK
2026-07-16;https://www.dorfen.de/impressum;Stadt Dorfen;Claudius Siebert;rathaus@dorfen.de;08081 4110;84405;Dorfen;DE;Bayern;Stadtfest-Kommune;kontaktiert 2026-07-21;Volksfest Dorfen – Straubing→TETRAPACK
2026-07-16;https://www.markt-isen.de/impressum;Markt Isen;Karolina Duschl;poststelle@isen.de;08083 53010;84424;Isen;DE;Bayern;Stadtfest-Kommune;kontaktiert 2026-07-21;Volksfest Isen – Straubing→TETRAPACK
2026-07-16;https://www.vfb-theley.com/about/;VfB Theley e.V.;Mario Loncar;vorstand@vfb-theley.com;06853 1696;66636;Theley;DE;Saarland;Vereinsfest;kontaktiert 2026-07-21;Alpenrock NEXT LEVEL – Merzig→Krachleder
2026-07-16;https://www.rheinisches-fischerfest.de/fischerfest-impressum/;Rheinisches Fischerfest Gernsheim GmbH;Alexander Schmidt;info@fischerfest-gernsheim.de;06258 3343;64579;Gernsheim;DE;Rheinland-Pfalz/Hessen;Zelt-Festbetreiber;kontaktiert 2026-07-21;Rheinisches Fischerfest – Gladenbach→Q6
2026-07-16;https://www.zweibruecken.de/;Stadt Zweibrücken – Kultur-/Verkehrsamt;;feste@zweibruecken.de;06332 871470;66482;Zweibrücken;DE;Rheinland-Pfalz/Hessen;Stadtfest-Kommune;kontaktiert 2026-07-21;45. Stadtfest, 8 Bühnen – Krachleder
2026-07-16;https://www.erbach.de/;Kreisstadt Erbach (Wiesenmarkt);Peter Breidenbach;marktmeister@erbach.de;06062 913485;64711;Erbach;DE;Rheinland-Pfalz/Hessen;Zelt-Festbetreiber;kontaktiert 2026-07-21;Erbacher Wiesenmarkt (größtes Volksfest Südhessens) – Gladenbach→Q6
2026-07-16;https://nk-kultur.de/impressum/;Neunkircher Kulturgesellschaft gGmbH;Edda Petri;info@nk-kultur.de;06821 2020;66538;Neunkirchen;DE;Saarland;Stadtfest-Kommune;kontaktiert 2026-07-21;Stadtfest Neunkirchen – LangerMütze
2026-07-16;https://www.abtei-brauerei.de/impressum/;Mettlacher Abtei-Bräu GmbH;;info@abtei-brauerei.de;06864 93232;66693;Mettlach;DE;Saarland;Zelt-Festbetreiber;kontaktiert 2026-07-21;Bockbierfest – LangerMütze
2026-07-16;https://www.weissenburg.de/;Stadt Weißenburg i. Bay.;Eva Reichstadt;stadt@weissenburg.de;09141 907100;91781;Weißenburg;DE;Bayern;Zelt-Festbetreiber;kontaktiert 2026-07-21;Kirchweih Weißenburg – Widmann
2026-07-16;https://www.kirmes-info.de/;Hüstener-Kirmes-GmbH;Ingo Beckschäfer;info@kirmes-info.de;02932 31273;59759;Arnsberg-Hüsten;DE;Nordrhein-Westfalen;Zelt-Festbetreiber;kontaktiert 2026-07-21;Hüstener Kirmes (300k Besucher) – Blechblos'n
2026-07-16;https://www.augsburg.de/;Stadt Augsburg – Marktamt;Wolfgang Färber;marktamt.stadt@augsburg.de;0821 3243901;86150;Augsburg;DE;Bayern;Zelt-Festbetreiber;kontaktiert 2026-07-21;Augsburger Plärrer (größtes Volksfest Schwabens) – Mountain Crew
2026-07-16;https://www.eichstaett.de/impressum/;Stadt Eichstätt;Josef Grienberger;poststelle@eichstaett.de;08421 60010;85072;Eichstätt;DE;Bayern;Zelt-Festbetreiber;kontaktiert 2026-07-21;Volksfest Weinstadl – Greding→Klostergold
2026-07-16;https://pyrbaum.de/impressum/;Markt Pyrbaum;;info@pyrbaum.de;09180 94050;90602;Pyrbaum;DE;Bayern;Vereinsfest;kontaktiert 2026-07-21;Pfingstkirchweih – Klostergold
2026-07-16;https://www.spalt.de/de-de/impressum/;Stadt Spalt;Thomas Peitz;poststelle@spalt.de;09175 79650;91174;Spalt;DE;Bayern;Zelt-Festbetreiber;kontaktiert 2026-07-21;Volksfest Spalt – Stodlrocker
2026-07-16;https://www.rednitzhembach.de/;Gemeinde Rednitzhembach;Jürgen Spahl;info@rednitzhembach.de;09122 6920;91126;Rednitzhembach;DE;Bayern;Vereinsfest;kontaktiert 2026-07-21;Kärwa – Stodlrocker
2026-07-16;https://www.tsv-bernstadt.de/impressum;TSV Bernstadt 1922 e.V.;Markus Pfeffer;vorstand@tsv-bernstadt.de;;89182;Bernstadt;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-21;Frühlingsfest Festzelt – Bopfingen→Albfetza
2026-07-16;https://sv-baltringen.de/impressum;Sportverein Baltringen e.V.;Daniel Gründler;poststelle@sv-baltringen.de;07356 1652;88487;Mietingen-Baltringen;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-21;Hütten-Feeetz/Dirndelmiezen-Party – Albfetza
2026-07-16;https://stadtkapelle-munderkingen.de/impressum/;Stadtkapelle Munderkingen e.V.;Julian Spranz;organisation@stadtkapelle-munderkingen.de;07393 9599922;89597;Munderkingen;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-21;Sommerfest + Truckertreffen – Albfetza
2026-07-16;https://www.feuerwehr.hattenhofen.de/;Freiwillige Feuerwehr Hattenhofen;Sebastian Kuch;info@feuerwehr.hattenhofen.de;0172 1476499;73110;Hattenhofen;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-21;Partynacht in Tracht Sillerhalle – Albfetza
2026-07-16;https://sebastianus.de/impressum;St.-Sebastianus-Bruderschaft 1449 Schiefbahn e.V.;Sascha Kaulen;vorstand@sebastianus.de;02154 8941719;47877;Willich-Schiefbahn;DE;Nordrhein-Westfalen;Zelt-Festbetreiber;kontaktiert 2026-07-21;Schiefbahner Oktoberfest – Albfetza
2026-07-16;https://svoelkofen.de/impressum;SV Ölkofen e.V.;Kurt Schlegel;kurt.schlegel@svoelkofen.de;07572 769640;88367;Hohentengen-Ölkofen;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-21;Sommerfest Festzelt – Bad Saulgau→Hautnah
2026-07-16;https://www.sportclub-ichenhausen.de/impressum/;Sportclub Ichenhausen e.V.;Heinrich Welscher;vorstand.sportclub.ichenhausen@gmail.com;0175 2714303;89335;Ichenhausen;DE;Bayern;Vereinsfest;kontaktiert 2026-07-21;Brücklesfest – Allgäu Power
2026-07-16;https://www.mv-stetten-online.de/impressum.html;Musikverein Stetten e.V.;Sebastian Schalle;vorstand@mv-stetten-online.de;0162 9722431;88480;Achstetten-Stetten;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-21;Schlachtfest Festzelt – Wullenstetten→Bätscher Buam
2026-07-16;https://mvreichenbach.de/;Musikverein Frohsinn Reichenbach im Täle e.V.;Lukas Maier;vorstand@mvreichenbach.de;0179 4172311;73326;Reichenbach im Täle;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-21;Partyabend Fischbachhalle – Bätscher Buam
2026-07-16;https://www.verkehrsverein-luetzelsachsen.de/impressum;Verkehrs- und Heimatverein Lützelsachsen e.V.;Sabine Zeiß-Stahl;vorstand@verkehrsverein-luetzelsachsen.de;;69469;Weinheim-Lützelsachsen;DE;Baden-Württemberg;Zelt-Festbetreiber;kontaktiert 2026-07-21;Bergsträßer Winzerfest – Allgäu Power
2026-07-16;https://schallerzelt.de/impressum.html;Dieter Held GmbH (Schaller Festzelt);Dieter Held;info@schallerzelt.de;0176 82114542;86399;Bobingen;DE;Bayern;Zelt-Festbetreiber;kontaktiert 2026-07-21;Festzelt Augsburger Plärrer – Straubing→Rotzlöffl
2026-07-16;https://www.reichertshofen.de/impressum-reichertshofen;Markt Reichertshofen;Michael Franken;info@reichertshofen.de;08453 5120;85084;Reichertshofen;DE;Bayern;Stadtfest-Kommune;kontaktiert 2026-07-21;Paarfest – Straubing→Rotzlöffl
2026-07-16;https://lauf.de/impressum;Stadt Lauf a.d.Pegnitz;Thomas Lang;info@lauf.de;09123 1840;91207;Lauf a.d.Pegnitz;DE;Bayern;Stadtfest-Kommune;kontaktiert 2026-07-21;Volksfest Lauf – Straubing→Rotzlöffl
2026-07-16;https://www.wasserburg.de/;Stadt Wasserburg a. Inn;Bastian Wernthaler;info@wasserburg.de;08071 1050;83512;Wasserburg am Inn;DE;Bayern;Stadtfest-Kommune;kontaktiert 2026-07-21;Frühlingsfest – Straubing→TETRAPACK
2026-07-16;https://www.poing.de/impressum;Gemeinde Poing;Thomas Stark;post@poing.de;08121 97940;85586;Poing;DE;Bayern;Stadtfest-Kommune;kontaktiert 2026-07-21;Volksfest Poing – Straubing→TETRAPACK
2026-07-16;https://www.wartenberg.de/impressum;Markt Wartenberg;Christian Pröbst;info@wartenberg.de;08762 7309120;85456;Wartenberg;DE;Bayern;Stadtfest-Kommune;kontaktiert 2026-07-21;Volksfest Wartenberg – Straubing→TETRAPACK
2026-07-16;https://tv-kirrweiler.de/impressum/;TV 1896 e.V. Kirrweiler;Meike Anton;mail@tv-kirrweiler.de;;67489;Kirrweiler;DE;Rheinland-Pfalz/Hessen;Vereinsfest;kontaktiert 2026-07-21;Oktoberfest Kirrweiler – Krachleder
2026-07-16;https://alm-events.de/impressum/;Alm Event Gastro GmbH;Guido Geiger;kontakt@alm-events.de;06825 9230229;66589;Merchweiler;DE;Saarland;Zelt-Festbetreiber;kontaktiert 2026-07-21;Merchweiler Oktoberfest – Krachleder
2026-07-16;https://kuseler-messe.de/impressum;Stadt Kusel (Herbstmesse);;stadt@kusel.de;06381 6080151;66869;Kusel;DE;Rheinland-Pfalz/Hessen;Zelt-Festbetreiber;kontaktiert 2026-07-21;Kuseler Herbstmesse – HüttenRocker
2026-07-16;https://www.riegelsberg.de/impressum;Gemeinde Riegelsberg;;gemeinde@riegelsberg.de;06806 9300;66292;Riegelsberg;DE;Saarland;Stadtfest-Kommune;kontaktiert 2026-07-21;Marktfest – Krachleder
2026-07-16;https://kcm-dillingen.de/impressum/;Kultur- und CityMarketing Dillingen/Saar GmbH;Patric Rieks;info@citymarketing-dillingen.de;06831 7063727;66763;Dillingen/Saar;DE;Saarland;Stadtfest-Kommune;kontaktiert 2026-07-21;Kultur-Stadtfest – LangerMütze
2026-07-16;https://www.grossrosseln.de/kontakt/;Gemeinde Großrosseln;;gemeinde@grossrosseln.de;06898 4490;66352;Großrosseln;DE;Saarland;Zelt-Festbetreiber;kontaktiert 2026-07-21;Oktoberfest – LangerMütze
2026-07-16;https://gersthofen.de/impressum;Stadt Gersthofen;Susanne Olita;info@gersthofen.de;0821 24910;86368;Gersthofen;DE;Bayern;Zelt-Festbetreiber;kontaktiert 2026-07-21;Kirchweih Gersthofen – Blechblos'n
2026-07-16;https://www.zwiesel.de/;Stadt Zwiesel (Grenzlandfest);;grenzlandfest@zwiesel.de;09922 8405116;94227;Zwiesel;DE;Bayern;Zelt-Festbetreiber;kontaktiert 2026-07-21;Grenzlandfest (9 Tage) – Widmann
2026-07-16;https://www.eging.de/;Markt Eging am See;Benedikt Kufner;poststelle@eging.de;08544 96120;94535;Eging am See;DE;Bayern;Zelt-Festbetreiber;kontaktiert 2026-07-21;Volksfest Eging – Mountain Crew
2026-07-16;https://www.dietfurt.de/impressum;Stadt Dietfurt a.d.Altmühl;Bernd Mayr;info@dietfurt.de;08464 64000;92345;Dietfurt a.d.Altmühl;DE;Bayern;Zelt-Festbetreiber;kontaktiert 2026-07-21;Volksfest Dietfurt – Greding→Klostergold
2026-07-16;https://freystadt.de/impressum;Stadt Freystadt;;info@freystadt.de;09179 94900;92342;Freystadt;DE;Bayern;Zelt-Festbetreiber;kontaktiert 2026-07-21;Volksfest Freystadt – Klostergold
2026-07-16;https://www.emskirchen.de/;Markt Emskirchen;Sandra Winkelspecht;info@emskirchen.de;09104 82920;91448;Emskirchen;DE;Bayern;Vereinsfest;kontaktiert 2026-07-21;Kirchweih Emskirchen – Klostergold
2026-07-16;https://www.markt-wilhermsdorf.de/impressum;Markt Wilhermsdorf;Alexandra Zipfel;rathaus@markt-wilhermsdorf.de;09102 99580;91452;Wilhermsdorf;DE;Bayern;Vereinsfest;kontaktiert 2026-07-21;Kärwa – Stodlrocker
2026-07-16;https://www.ammerndorf.de/impressum.html;Markt Ammerndorf;Marlen Laurien;rathaus@ammerndorf.de;09127 95550;90614;Ammerndorf;DE;Bayern;Vereinsfest;kontaktiert 2026-07-21;Kirchweih – Klostergold
2026-07-16;https://fcneenstetten.de/impressum/;FC Neenstetten e.V.;;info@fcneenstetten.de;07340 352;89189;Neenstetten;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-21;Hutzlafest – Bopfingen→Albfetza/Rockspitz
2026-07-16;https://mv-auenstein.de/impressum/;Musikverein Auenstein e.V.;Florian Hübsch;post@mv-auenstein.de;07062 9020734;74360;Ilsfeld-Auenstein;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-21;Musikerfest Festzelt – Albfetza
2026-07-16;https://www.ravensburger-schalmeien.de/impressum/;Ravensburger Schalmeien e.V.;Patrick Hamberger;info@ravensburger-schalmeien.de;;88212;Ravensburg;DE;Baden-Württemberg;Zelt-Festbetreiber;kontaktiert 2026-07-21;Schalmeien-Zelt Rutenfest – Albfetza
2026-07-16;https://www.feuerwehr-sontheim.de/impressum;Freiwillige Feuerwehr Sontheim an der Brenz;Jochen Schmid;info@feuerwehr-sontheim.de;07325 9670174;89567;Sontheim an der Brenz;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-21;150 J. Festzelt – Bopfingen→Rockspitz
2026-07-16;https://www.schuetzen-niederkassel.de/impressum/;St. Sebastianus Schützenverein Düsseldorf-Niederkassel 1890 e.V.;Thomas Damm;webmaster@schuetzen-niederkassel.de;;40547;Düsseldorf;DE;Nordrhein-Westfalen;Zelt-Festbetreiber;kontaktiert 2026-07-21;Oktoberfest Niederkassel – Albfetza
2026-07-16;https://www.musikkapelle-engetried.de/impressum/;Musikkapelle Engetried e.V.;Max Miller;info@musikkapelle-engetried.de;;87733;Markt Rettenbach;DE;Bayern;Vereinsfest;kontaktiert 2026-07-21;Festzelt Engetried – Kusterdingen→Allgäu Power
2026-07-16;https://www.felsdeifl-bitz.de/impressum;Narrenzunft Fels Deifl Bitz e.V.;Kevin Oswald;narrenzunft.felsdeiflbitz@web.de;0173 6473407;72475;Bitz;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-21;Narrentreffen Festzelt + Jubiläum – Hautnah
2026-07-16;https://www.musikverein-donnstetten.de/impressum/;Musikverein Harmonie Donnstetten e.V.;Julian Duckek;julian.duckek@musikverein-donnstetten.de;0152 22970189;72587;Römerstein-Donnstetten;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-21;Spanferkelessen Partyabend – Bätscher Buam
2026-07-16;https://mvw.musikverein-wilsingen.de/impressum;Musikverein Wilsingen e.V.;Steffen Vopper;s.vopper@mv-wilsingen.de;07388 1241;72818;Trochtelfingen-Wilsingen;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-21;Sichelhenke + Verbandsmusikfest – Bätscher Buam
2026-07-16;https://sf-illerrieden.de/;SF Illerrieden 1926 e.V.;Michael Bähr;orga@sf-illerrieden.de;0176 82000083;89186;Illerrieden;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-21;100 J. Festzelt – Bätscher Buam
